Year,Household income quintile,Household income decile,Geography,Series,GeoCode,Value
2010-2015,All quintiles,,Canada,Household expenditure per capita,,1.307
2010-2015,Lowest quintile,,Canada,Household expenditure per capita,,1.846
2010-2015,Second quintile,,Canada,Household expenditure per capita,,1.434
2010-2015,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,3.696
2010-2015,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,2.873
2010-2015,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,2.754
2010-2015,All quintiles,,Prince Edward Island,Household expenditure per capita,11,1.686
2010-2015,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,0.403
2010-2015,Second quintile,,Prince Edward Island,Household expenditure per capita,11,1.013
2010-2015,All quintiles,,Nova Scotia,Household expenditure per capita,12,2.608
2010-2015,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,2.301
2010-2015,Second quintile,,Nova Scotia,Household expenditure per capita,12,1.55
2010-2015,All quintiles,,New Brunswick,Household expenditure per capita,13,1.378
2010-2015,Lowest quintile,,New Brunswick,Household expenditure per capita,13,1.621
2010-2015,Second quintile,,New Brunswick,Household expenditure per capita,13,0.495
2010-2015,All quintiles,,Quebec,Household expenditure per capita,24,0.386
2010-2015,Lowest quintile,,Quebec,Household expenditure per capita,24,0.765
2010-2015,Second quintile,,Quebec,Household expenditure per capita,24,-0.186
2010-2015,All quintiles,,Ontario,Household expenditure per capita,35,1.424
2010-2015,Lowest quintile,,Ontario,Household expenditure per capita,35,4.778
2010-2015,Second quintile,,Ontario,Household expenditure per capita,35,2.092
2010-2015,All quintiles,,Manitoba,Household expenditure per capita,46,1.134
2010-2015,Lowest quintile,,Manitoba,Household expenditure per capita,46,-0.647
2010-2015,Second quintile,,Manitoba,Household expenditure per capita,46,2.809
2010-2015,All quintiles,,Saskatchewan,Household expenditure per capita,47,3.134
2010-2015,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,3.609
2010-2015,Second quintile,,Saskatchewan,Household expenditure per capita,47,1.88
2010-2015,All quintiles,,Alberta,Household expenditure per capita,48,1.706
2010-2015,Lowest quintile,,Alberta,Household expenditure per capita,48,1.609
2010-2015,Second quintile,,Alberta,Household expenditure per capita,48,0.986
2010-2015,All quintiles,,British Columbia,Household expenditure per capita,59,0.757
2010-2015,Lowest quintile,,British Columbia,Household expenditure per capita,59,0.601
2010-2015,Second quintile,,British Columbia,Household expenditure per capita,59,-0.102
2011-2016,All quintiles,,Canada,Household expenditure per capita,,1.376
2011-2016,Lowest quintile,,Canada,Household expenditure per capita,,1.246
2011-2016,Second quintile,,Canada,Household expenditure per capita,,0.483
2011-2016,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,2.744
2011-2016,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,4.043
2011-2016,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,1.415
2011-2016,All quintiles,,Prince Edward Island,Household expenditure per capita,11,1.556
2011-2016,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,-1.539
2011-2016,Second quintile,,Prince Edward Island,Household expenditure per capita,11,4.658
2011-2016,All quintiles,,Nova Scotia,Household expenditure per capita,12,1.672
2011-2016,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,3.022
2011-2016,Second quintile,,Nova Scotia,Household expenditure per capita,12,2.392
2011-2016,All quintiles,,New Brunswick,Household expenditure per capita,13,0.791
2011-2016,Lowest quintile,,New Brunswick,Household expenditure per capita,13,-0.55
2011-2016,Second quintile,,New Brunswick,Household expenditure per capita,13,0.837
2011-2016,All quintiles,,Quebec,Household expenditure per capita,24,0.76
2011-2016,Lowest quintile,,Quebec,Household expenditure per capita,24,-0.175
2011-2016,Second quintile,,Quebec,Household expenditure per capita,24,0.632
2011-2016,All quintiles,,Ontario,Household expenditure per capita,35,2.008
2011-2016,Lowest quintile,,Ontario,Household expenditure per capita,35,2.427
2011-2016,Second quintile,,Ontario,Household expenditure per capita,35,2.207
2011-2016,All quintiles,,Manitoba,Household expenditure per capita,46,1.125
2011-2016,Lowest quintile,,Manitoba,Household expenditure per capita,46,0.954
2011-2016,Second quintile,,Manitoba,Household expenditure per capita,46,0.094
2011-2016,All quintiles,,Saskatchewan,Household expenditure per capita,47,2.877
2011-2016,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,6.696
2011-2016,Second quintile,,Saskatchewan,Household expenditure per capita,47,2.955
2011-2016,All quintiles,,Alberta,Household expenditure per capita,48,0.408
2011-2016,Lowest quintile,,Alberta,Household expenditure per capita,48,-1.816
2011-2016,Second quintile,,Alberta,Household expenditure per capita,48,-0.993
2011-2016,All quintiles,,British Columbia,Household expenditure per capita,59,0.715
2011-2016,Lowest quintile,,British Columbia,Household expenditure per capita,59,-1.253
2011-2016,Second quintile,,British Columbia,Household expenditure per capita,59,-0.382
2012-2017,All quintiles,,Canada,Household expenditure per capita,,1.519
2012-2017,Lowest quintile,,Canada,Household expenditure per capita,,2.029
2012-2017,Second quintile,,Canada,Household expenditure per capita,,2.442
2012-2017,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,1.529
2012-2017,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,4.475
2012-2017,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,2.789
2012-2017,All quintiles,,Prince Edward Island,Household expenditure per capita,11,0.087
2012-2017,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,5.237
2012-2017,Second quintile,,Prince Edward Island,Household expenditure per capita,11,0.342
2012-2017,All quintiles,,Nova Scotia,Household expenditure per capita,12,0.76
2012-2017,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,0.641
2012-2017,Second quintile,,Nova Scotia,Household expenditure per capita,12,-1.549
2012-2017,All quintiles,,New Brunswick,Household expenditure per capita,13,0.879
2012-2017,Lowest quintile,,New Brunswick,Household expenditure per capita,13,-0.079
2012-2017,Second quintile,,New Brunswick,Household expenditure per capita,13,-0.279
2012-2017,All quintiles,,Quebec,Household expenditure per capita,24,1.624
2012-2017,Lowest quintile,,Quebec,Household expenditure per capita,24,2.856
2012-2017,Second quintile,,Quebec,Household expenditure per capita,24,1.72
2012-2017,All quintiles,,Ontario,Household expenditure per capita,35,1.896
2012-2017,Lowest quintile,,Ontario,Household expenditure per capita,35,2.173
2012-2017,Second quintile,,Ontario,Household expenditure per capita,35,3.265
2012-2017,All quintiles,,Manitoba,Household expenditure per capita,46,1.905
2012-2017,Lowest quintile,,Manitoba,Household expenditure per capita,46,1.962
2012-2017,Second quintile,,Manitoba,Household expenditure per capita,46,2.225
2012-2017,All quintiles,,Saskatchewan,Household expenditure per capita,47,2.495
2012-2017,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,3.777
2012-2017,Second quintile,,Saskatchewan,Household expenditure per capita,47,3.513
2012-2017,All quintiles,,Alberta,Household expenditure per capita,48,-0.872
2012-2017,Lowest quintile,,Alberta,Household expenditure per capita,48,-0.797
2012-2017,Second quintile,,Alberta,Household expenditure per capita,48,-0.04
2012-2017,All quintiles,,British Columbia,Household expenditure per capita,59,2.111
2012-2017,Lowest quintile,,British Columbia,Household expenditure per capita,59,2.853
2012-2017,Second quintile,,British Columbia,Household expenditure per capita,59,2.77
2013-2018,All quintiles,,Canada,Household expenditure per capita,,
2013-2018,Lowest quintile,,Canada,Household expenditure per capita,,
2013-2018,Second quintile,,Canada,Household expenditure per capita,,
2013-2018,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,
2013-2018,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2013-2018,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2013-2018,All quintiles,,Prince Edward Island,Household expenditure per capita,11,
2013-2018,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,
2013-2018,Second quintile,,Prince Edward Island,Household expenditure per capita,11,
2013-2018,All quintiles,,Nova Scotia,Household expenditure per capita,12,
2013-2018,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,
2013-2018,Second quintile,,Nova Scotia,Household expenditure per capita,12,
2013-2018,All quintiles,,New Brunswick,Household expenditure per capita,13,
2013-2018,Lowest quintile,,New Brunswick,Household expenditure per capita,13,
2013-2018,Second quintile,,New Brunswick,Household expenditure per capita,13,
2013-2018,All quintiles,,Quebec,Household expenditure per capita,24,
2013-2018,Lowest quintile,,Quebec,Household expenditure per capita,24,
2013-2018,Second quintile,,Quebec,Household expenditure per capita,24,
2013-2018,All quintiles,,Ontario,Household expenditure per capita,35,
2013-2018,Lowest quintile,,Ontario,Household expenditure per capita,35,
2013-2018,Second quintile,,Ontario,Household expenditure per capita,35,
2013-2018,All quintiles,,Manitoba,Household expenditure per capita,46,
2013-2018,Lowest quintile,,Manitoba,Household expenditure per capita,46,
2013-2018,Second quintile,,Manitoba,Household expenditure per capita,46,
2013-2018,All quintiles,,Saskatchewan,Household expenditure per capita,47,
2013-2018,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,
2013-2018,Second quintile,,Saskatchewan,Household expenditure per capita,47,
2013-2018,All quintiles,,Alberta,Household expenditure per capita,48,
2013-2018,Lowest quintile,,Alberta,Household expenditure per capita,48,
2013-2018,Second quintile,,Alberta,Household expenditure per capita,48,
2013-2018,All quintiles,,British Columbia,Household expenditure per capita,59,
2013-2018,Lowest quintile,,British Columbia,Household expenditure per capita,59,
2013-2018,Second quintile,,British Columbia,Household expenditure per capita,59,
2014-2019,All quintiles,,Canada,Household expenditure per capita,,1.929
2014-2019,Lowest quintile,,Canada,Household expenditure per capita,,1.97
2014-2019,Second quintile,,Canada,Household expenditure per capita,,1.924
2014-2019,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,0.374
2014-2019,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,2.86
2014-2019,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,0.665
2014-2019,All quintiles,,Prince Edward Island,Household expenditure per capita,11,0.296
2014-2019,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,-2.429
2014-2019,Second quintile,,Prince Edward Island,Household expenditure per capita,11,1.354
2014-2019,All quintiles,,Nova Scotia,Household expenditure per capita,12,1.963
2014-2019,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,2.436
2014-2019,Second quintile,,Nova Scotia,Household expenditure per capita,12,2.133
2014-2019,All quintiles,,New Brunswick,Household expenditure per capita,13,1.881
2014-2019,Lowest quintile,,New Brunswick,Household expenditure per capita,13,2.338
2014-2019,Second quintile,,New Brunswick,Household expenditure per capita,13,0.815
2014-2019,All quintiles,,Quebec,Household expenditure per capita,24,1.991
2014-2019,Lowest quintile,,Quebec,Household expenditure per capita,24,1.493
2014-2019,Second quintile,,Quebec,Household expenditure per capita,24,1.0
2014-2019,All quintiles,,Ontario,Household expenditure per capita,35,1.724
2014-2019,Lowest quintile,,Ontario,Household expenditure per capita,35,0.152
2014-2019,Second quintile,,Ontario,Household expenditure per capita,35,3.89
2014-2019,All quintiles,,Manitoba,Household expenditure per capita,46,1.696
2014-2019,Lowest quintile,,Manitoba,Household expenditure per capita,46,1.64
2014-2019,Second quintile,,Manitoba,Household expenditure per capita,46,2.344
2014-2019,All quintiles,,Saskatchewan,Household expenditure per capita,47,1.807
2014-2019,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,-0.115
2014-2019,Second quintile,,Saskatchewan,Household expenditure per capita,47,-0.841
2014-2019,All quintiles,,Alberta,Household expenditure per capita,48,0.995
2014-2019,Lowest quintile,,Alberta,Household expenditure per capita,48,1.282
2014-2019,Second quintile,,Alberta,Household expenditure per capita,48,-0.317
2014-2019,All quintiles,,British Columbia,Household expenditure per capita,59,3.242
2014-2019,Lowest quintile,,British Columbia,Household expenditure per capita,59,4.735
2014-2019,Second quintile,,British Columbia,Household expenditure per capita,59,4.796
2015-2020,All quintiles,,Canada,Household expenditure per capita,,
2015-2020,Lowest quintile,,Canada,Household expenditure per capita,,
2015-2020,Second quintile,,Canada,Household expenditure per capita,,
2015-2020,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,
2015-2020,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2015-2020,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2015-2020,All quintiles,,Prince Edward Island,Household expenditure per capita,11,
2015-2020,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,
2015-2020,Second quintile,,Prince Edward Island,Household expenditure per capita,11,
2015-2020,All quintiles,,Nova Scotia,Household expenditure per capita,12,
2015-2020,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,
2015-2020,Second quintile,,Nova Scotia,Household expenditure per capita,12,
2015-2020,All quintiles,,New Brunswick,Household expenditure per capita,13,
2015-2020,Lowest quintile,,New Brunswick,Household expenditure per capita,13,
2015-2020,Second quintile,,New Brunswick,Household expenditure per capita,13,
2015-2020,All quintiles,,Quebec,Household expenditure per capita,24,
2015-2020,Lowest quintile,,Quebec,Household expenditure per capita,24,
2015-2020,Second quintile,,Quebec,Household expenditure per capita,24,
2015-2020,All quintiles,,Ontario,Household expenditure per capita,35,
2015-2020,Lowest quintile,,Ontario,Household expenditure per capita,35,
2015-2020,Second quintile,,Ontario,Household expenditure per capita,35,
2015-2020,All quintiles,,Manitoba,Household expenditure per capita,46,
2015-2020,Lowest quintile,,Manitoba,Household expenditure per capita,46,
2015-2020,Second quintile,,Manitoba,Household expenditure per capita,46,
2015-2020,All quintiles,,Saskatchewan,Household expenditure per capita,47,
2015-2020,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,
2015-2020,Second quintile,,Saskatchewan,Household expenditure per capita,47,
2015-2020,All quintiles,,Alberta,Household expenditure per capita,48,
2015-2020,Lowest quintile,,Alberta,Household expenditure per capita,48,
2015-2020,Second quintile,,Alberta,Household expenditure per capita,48,
2015-2020,All quintiles,,British Columbia,Household expenditure per capita,59,
2015-2020,Lowest quintile,,British Columbia,Household expenditure per capita,59,
2015-2020,Second quintile,,British Columbia,Household expenditure per capita,59,
2016-2021,All quintiles,,Canada,Household expenditure per capita,,0.385
2016-2021,Lowest quintile,,Canada,Household expenditure per capita,,2.084
2016-2021,Second quintile,,Canada,Household expenditure per capita,,0.565
2016-2021,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,0.783
2016-2021,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,4.11
2016-2021,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,2.075
2016-2021,All quintiles,,Prince Edward Island,Household expenditure per capita,11,0.949
2016-2021,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,10.767
2016-2021,Second quintile,,Prince Edward Island,Household expenditure per capita,11,-2.217
2016-2021,All quintiles,,Nova Scotia,Household expenditure per capita,12,0.854
2016-2021,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,0.923
2016-2021,Second quintile,,Nova Scotia,Household expenditure per capita,12,1.348
2016-2021,All quintiles,,New Brunswick,Household expenditure per capita,13,2.068
2016-2021,Lowest quintile,,New Brunswick,Household expenditure per capita,13,4.033
2016-2021,Second quintile,,New Brunswick,Household expenditure per capita,13,3.253
2016-2021,All quintiles,,Quebec,Household expenditure per capita,24,1.155
2016-2021,Lowest quintile,,Quebec,Household expenditure per capita,24,3.174
2016-2021,Second quintile,,Quebec,Household expenditure per capita,24,0.894
2016-2021,All quintiles,,Ontario,Household expenditure per capita,35,-0.347
2016-2021,Lowest quintile,,Ontario,Household expenditure per capita,35,1.023
2016-2021,Second quintile,,Ontario,Household expenditure per capita,35,-2.139
2016-2021,All quintiles,,Manitoba,Household expenditure per capita,46,1.277
2016-2021,Lowest quintile,,Manitoba,Household expenditure per capita,46,1.766
2016-2021,Second quintile,,Manitoba,Household expenditure per capita,46,2.324
2016-2021,All quintiles,,Saskatchewan,Household expenditure per capita,47,0.362
2016-2021,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,0.254
2016-2021,Second quintile,,Saskatchewan,Household expenditure per capita,47,0.862
2016-2021,All quintiles,,Alberta,Household expenditure per capita,48,-0.834
2016-2021,Lowest quintile,,Alberta,Household expenditure per capita,48,1.539
2016-2021,Second quintile,,Alberta,Household expenditure per capita,48,0.008
2016-2021,All quintiles,,British Columbia,Household expenditure per capita,59,1.559
2016-2021,Lowest quintile,,British Columbia,Household expenditure per capita,59,4.729
2016-2021,Second quintile,,British Columbia,Household expenditure per capita,59,2.891
2017-2022,All quintiles,,Canada,Household expenditure per capita,,
2017-2022,Lowest quintile,,Canada,Household expenditure per capita,,
2017-2022,Second quintile,,Canada,Household expenditure per capita,,
2017-2022,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,
2017-2022,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2017-2022,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2017-2022,All quintiles,,Prince Edward Island,Household expenditure per capita,11,
2017-2022,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,
2017-2022,Second quintile,,Prince Edward Island,Household expenditure per capita,11,
2017-2022,All quintiles,,Nova Scotia,Household expenditure per capita,12,
2017-2022,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,
2017-2022,Second quintile,,Nova Scotia,Household expenditure per capita,12,
2017-2022,All quintiles,,New Brunswick,Household expenditure per capita,13,
2017-2022,Lowest quintile,,New Brunswick,Household expenditure per capita,13,
2017-2022,Second quintile,,New Brunswick,Household expenditure per capita,13,
2017-2022,All quintiles,,Quebec,Household expenditure per capita,24,
2017-2022,Lowest quintile,,Quebec,Household expenditure per capita,24,
2017-2022,Second quintile,,Quebec,Household expenditure per capita,24,
2017-2022,All quintiles,,Ontario,Household expenditure per capita,35,
2017-2022,Lowest quintile,,Ontario,Household expenditure per capita,35,
2017-2022,Second quintile,,Ontario,Household expenditure per capita,35,
2017-2022,All quintiles,,Manitoba,Household expenditure per capita,46,
2017-2022,Lowest quintile,,Manitoba,Household expenditure per capita,46,
2017-2022,Second quintile,,Manitoba,Household expenditure per capita,46,
2017-2022,All quintiles,,Saskatchewan,Household expenditure per capita,47,
2017-2022,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,
2017-2022,Second quintile,,Saskatchewan,Household expenditure per capita,47,
2017-2022,All quintiles,,Alberta,Household expenditure per capita,48,
2017-2022,Lowest quintile,,Alberta,Household expenditure per capita,48,
2017-2022,Second quintile,,Alberta,Household expenditure per capita,48,
2017-2022,All quintiles,,British Columbia,Household expenditure per capita,59,
2017-2022,Lowest quintile,,British Columbia,Household expenditure per capita,59,
2017-2022,Second quintile,,British Columbia,Household expenditure per capita,59,
2018-2023,All quintiles,,Canada,Household expenditure per capita,,
2018-2023,Lowest quintile,,Canada,Household expenditure per capita,,
2018-2023,Second quintile,,Canada,Household expenditure per capita,,
2018-2023,All quintiles,,Newfoundland and Labrador,Household expenditure per capita,10,
2018-2023,Lowest quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2018-2023,Second quintile,,Newfoundland and Labrador,Household expenditure per capita,10,
2018-2023,All quintiles,,Prince Edward Island,Household expenditure per capita,11,
2018-2023,Lowest quintile,,Prince Edward Island,Household expenditure per capita,11,
2018-2023,Second quintile,,Prince Edward Island,Household expenditure per capita,11,
2018-2023,All quintiles,,Nova Scotia,Household expenditure per capita,12,
2018-2023,Lowest quintile,,Nova Scotia,Household expenditure per capita,12,
2018-2023,Second quintile,,Nova Scotia,Household expenditure per capita,12,
2018-2023,All quintiles,,New Brunswick,Household expenditure per capita,13,
2018-2023,Lowest quintile,,New Brunswick,Household expenditure per capita,13,
2018-2023,Second quintile,,New Brunswick,Household expenditure per capita,13,
2018-2023,All quintiles,,Quebec,Household expenditure per capita,24,
2018-2023,Lowest quintile,,Quebec,Household expenditure per capita,24,
2018-2023,Second quintile,,Quebec,Household expenditure per capita,24,
2018-2023,All quintiles,,Ontario,Household expenditure per capita,35,
2018-2023,Lowest quintile,,Ontario,Household expenditure per capita,35,
2018-2023,Second quintile,,Ontario,Household expenditure per capita,35,
2018-2023,All quintiles,,Manitoba,Household expenditure per capita,46,
2018-2023,Lowest quintile,,Manitoba,Household expenditure per capita,46,
2018-2023,Second quintile,,Manitoba,Household expenditure per capita,46,
2018-2023,All quintiles,,Saskatchewan,Household expenditure per capita,47,
2018-2023,Lowest quintile,,Saskatchewan,Household expenditure per capita,47,
2018-2023,Second quintile,,Saskatchewan,Household expenditure per capita,47,
2018-2023,All quintiles,,Alberta,Household expenditure per capita,48,
2018-2023,Lowest quintile,,Alberta,Household expenditure per capita,48,
2018-2023,Second quintile,,Alberta,Household expenditure per capita,48,
2018-2023,All quintiles,,British Columbia,Household expenditure per capita,59,
2018-2023,Lowest quintile,,British Columbia,Household expenditure per capita,59,
2018-2023,Second quintile,,British Columbia,Household expenditure per capita,59,
2010-2015,,Total deciles,Canada,Income per capita,,0.252
2010-2015,,Lowest decile,Canada,Income per capita,,0.001
2010-2015,,Second decile,Canada,Income per capita,,0.152
2010-2015,,Third decile,Canada,Income per capita,,0.349
2010-2015,,Fourth decile,Canada,Income per capita,,0.441
2010-2015,,Total deciles,Newfoundland and Labrador,Income per capita,10,2.422
2010-2015,,Lowest decile,Newfoundland and Labrador,Income per capita,10,1.541
2010-2015,,Second decile,Newfoundland and Labrador,Income per capita,10,1.237
2010-2015,,Third decile,Newfoundland and Labrador,Income per capita,10,1.909
2010-2015,,Fourth decile,Newfoundland and Labrador,Income per capita,10,2.546
2010-2015,,Total deciles,Prince Edward Island,Income per capita,11,0.684
2010-2015,,Lowest decile,Prince Edward Island,Income per capita,11,-6.248
2010-2015,,Second decile,Prince Edward Island,Income per capita,11,-0.781
2010-2015,,Third decile,Prince Edward Island,Income per capita,11,-0.3
2010-2015,,Fourth decile,Prince Edward Island,Income per capita,11,1.029
2010-2015,,Total deciles,Nova Scotia,Income per capita,12,1.692
2010-2015,,Lowest decile,Nova Scotia,Income per capita,12,0.478
2010-2015,,Second decile,Nova Scotia,Income per capita,12,0.628
2010-2015,,Third decile,Nova Scotia,Income per capita,12,1.449
2010-2015,,Fourth decile,Nova Scotia,Income per capita,12,2.254
2010-2015,,Total deciles,New Brunswick,Income per capita,13,0.48
2010-2015,,Lowest decile,New Brunswick,Income per capita,13,-1.397
2010-2015,,Second decile,New Brunswick,Income per capita,13,0.436
2010-2015,,Third decile,New Brunswick,Income per capita,13,1.282
2010-2015,,Fourth decile,New Brunswick,Income per capita,13,1.593
2010-2015,,Total deciles,Quebec,Income per capita,24,0.241
2010-2015,,Lowest decile,Quebec,Income per capita,24,0.477
2010-2015,,Second decile,Quebec,Income per capita,24,0.047
2010-2015,,Third decile,Quebec,Income per capita,24,0.4
2010-2015,,Fourth decile,Quebec,Income per capita,24,0.291
2010-2015,,Total deciles,Ontario,Income per capita,35,0.174
2010-2015,,Lowest decile,Ontario,Income per capita,35,-0.49
2010-2015,,Second decile,Ontario,Income per capita,35,0.126
2010-2015,,Third decile,Ontario,Income per capita,35,0.281
2010-2015,,Fourth decile,Ontario,Income per capita,35,0.561
2010-2015,,Total deciles,Manitoba,Income per capita,46,-0.142
2010-2015,,Lowest decile,Manitoba,Income per capita,46,-1.519
2010-2015,,Second decile,Manitoba,Income per capita,46,0.022
2010-2015,,Third decile,Manitoba,Income per capita,46,0.246
2010-2015,,Fourth decile,Manitoba,Income per capita,46,-0.627
2010-2015,,Total deciles,Saskatchewan,Income per capita,47,0.485
2010-2015,,Lowest decile,Saskatchewan,Income per capita,47,5.139
2010-2015,,Second decile,Saskatchewan,Income per capita,47,0.721
2010-2015,,Third decile,Saskatchewan,Income per capita,47,1.32
2010-2015,,Fourth decile,Saskatchewan,Income per capita,47,0.734
2010-2015,,Total deciles,Alberta,Income per capita,48,-0.142
2010-2015,,Lowest decile,Alberta,Income per capita,48,1.744
2010-2015,,Second decile,Alberta,Income per capita,48,0.139
2010-2015,,Third decile,Alberta,Income per capita,48,-0.629
2010-2015,,Fourth decile,Alberta,Income per capita,48,-0.353
2010-2015,,Total deciles,British Columbia,Income per capita,59,-0.3
2010-2015,,Lowest decile,British Columbia,Income per capita,59,-0.847
2010-2015,,Second decile,British Columbia,Income per capita,59,-0.849
2010-2015,,Third decile,British Columbia,Income per capita,59,0.099
2010-2015,,Fourth decile,British Columbia,Income per capita,59,0.338
2010-2015,,Total deciles,Yukon,Income per capita,60,
2010-2015,,Lowest decile,Yukon,Income per capita,60,
2010-2015,,Second decile,Yukon,Income per capita,60,
2010-2015,,Third decile,Yukon,Income per capita,60,
2010-2015,,Fourth decile,Yukon,Income per capita,60,
2010-2015,,Total deciles,Northwest Territories,Income per capita,61,
2010-2015,,Lowest decile,Northwest Territories,Income per capita,61,
2010-2015,,Second decile,Northwest Territories,Income per capita,61,
2010-2015,,Third decile,Northwest Territories,Income per capita,61,
2010-2015,,Fourth decile,Northwest Territories,Income per capita,61,
2010-2015,,Total deciles,Nunavut,Income per capita,62,
2010-2015,,Lowest decile,Nunavut,Income per capita,62,
2010-2015,,Second decile,Nunavut,Income per capita,62,
2010-2015,,Third decile,Nunavut,Income per capita,62,
2010-2015,,Fourth decile,Nunavut,Income per capita,62,
2011-2016,,Total deciles,Canada,Income per capita,,-0.071
2011-2016,,Lowest decile,Canada,Income per capita,,-0.17
2011-2016,,Second decile,Canada,Income per capita,,0.37
2011-2016,,Third decile,Canada,Income per capita,,0.348
2011-2016,,Fourth decile,Canada,Income per capita,,0.08
2011-2016,,Total deciles,Newfoundland and Labrador,Income per capita,10,0.915
2011-2016,,Lowest decile,Newfoundland and Labrador,Income per capita,10,-0.85
2011-2016,,Second decile,Newfoundland and Labrador,Income per capita,10,0.397
2011-2016,,Third decile,Newfoundland and Labrador,Income per capita,10,1.236
2011-2016,,Fourth decile,Newfoundland and Labrador,Income per capita,10,2.081
2011-2016,,Total deciles,Prince Edward Island,Income per capita,11,-0.296
2011-2016,,Lowest decile,Prince Edward Island,Income per capita,11,-2.473
2011-2016,,Second decile,Prince Edward Island,Income per capita,11,-0.696
2011-2016,,Third decile,Prince Edward Island,Income per capita,11,-0.994
2011-2016,,Fourth decile,Prince Edward Island,Income per capita,11,-0.603
2011-2016,,Total deciles,Nova Scotia,Income per capita,12,1.19
2011-2016,,Lowest decile,Nova Scotia,Income per capita,12,-2.334
2011-2016,,Second decile,Nova Scotia,Income per capita,12,-0.122
2011-2016,,Third decile,Nova Scotia,Income per capita,12,0.972
2011-2016,,Fourth decile,Nova Scotia,Income per capita,12,1.265
2011-2016,,Total deciles,New Brunswick,Income per capita,13,0.386
2011-2016,,Lowest decile,New Brunswick,Income per capita,13,1.996
2011-2016,,Second decile,New Brunswick,Income per capita,13,0.083
2011-2016,,Third decile,New Brunswick,Income per capita,13,0.447
2011-2016,,Fourth decile,New Brunswick,Income per capita,13,0.654
2011-2016,,Total deciles,Quebec,Income per capita,24,0.436
2011-2016,,Lowest decile,Quebec,Income per capita,24,-0.07
2011-2016,,Second decile,Quebec,Income per capita,24,1.023
2011-2016,,Third decile,Quebec,Income per capita,24,0.913
2011-2016,,Fourth decile,Quebec,Income per capita,24,0.69
2011-2016,,Total deciles,Ontario,Income per capita,35,0.281
2011-2016,,Lowest decile,Ontario,Income per capita,35,0.433
2011-2016,,Second decile,Ontario,Income per capita,35,-0.08
2011-2016,,Third decile,Ontario,Income per capita,35,0.104
2011-2016,,Fourth decile,Ontario,Income per capita,35,0.023
2011-2016,,Total deciles,Manitoba,Income per capita,46,-0.146
2011-2016,,Lowest decile,Manitoba,Income per capita,46,0.204
2011-2016,,Second decile,Manitoba,Income per capita,46,0.503
2011-2016,,Third decile,Manitoba,Income per capita,46,0.209
2011-2016,,Fourth decile,Manitoba,Income per capita,46,-0.223
2011-2016,,Total deciles,Saskatchewan,Income per capita,47,-0.863
