Year,Géographie,Level of government,Type de patrimoine,Value
2016,Ontario,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Île-du-Prince-Édouard,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Québec,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Saskatchewan,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2016,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2016,Yukon,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Alberta,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Colombie-Britannique,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2017,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Manitoba,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Nouveau-Brunswick,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Terre-Neuve-et-Labrador,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Territoires du Nord-Ouest,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Nouvelle-Écosse,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Nunavut,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Ontario,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Île-du-Prince-Édouard,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Québec,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Saskatchewan,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2017,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2017,Yukon,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Alberta,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Colombie-Britannique,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2018,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Manitoba,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Nouveau-Brunswick,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Terre-Neuve-et-Labrador,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Territoires du Nord-Ouest,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Nouvelle-Écosse,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Nunavut,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Ontario,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Île-du-Prince-Édouard,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Québec,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Saskatchewan,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2018,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2018,Yukon,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Alberta,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Colombie-Britannique,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2019,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Manitoba,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Nouveau-Brunswick,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Terre-Neuve-et-Labrador,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Territoires du Nord-Ouest,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Nouvelle-Écosse,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Nunavut,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Ontario,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Île-du-Prince-Édouard,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Québec,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Saskatchewan,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2019,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2019,Yukon,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Alberta,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Colombie-Britannique,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2020,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Manitoba,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Nouveau-Brunswick,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Terre-Neuve-et-Labrador,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Territoires du Nord-Ouest,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Nouvelle-Écosse,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Nunavut,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Ontario,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Île-du-Prince-Édouard,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Québec,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Saskatchewan,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2020,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2020,Yukon,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Alberta,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Alberta,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Colombie-Britannique,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Colombie-Britannique,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Canada,Administration publique générale canadienne consolidée,Ensemble du patrimoine culturel et naturel,
2021,Canada,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Manitoba,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Manitoba,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Nouveau-Brunswick,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Nouveau-Brunswick,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Terre-Neuve-et-Labrador,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Terre-Neuve-et-Labrador,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Territoires du Nord-Ouest,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Territoires du Nord-Ouest,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Nouvelle-Écosse,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Nouvelle-Écosse,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Nunavut,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Nunavut,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Ontario,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Ontario,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Île-du-Prince-Édouard,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Île-du-Prince-Édouard,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Québec,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Québec,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Saskatchewan,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Saskatchewan,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
2021,Yukon,Administrations publiques provinciales-territoriales et locales consolidées,Ensemble du patrimoine culturel et naturel,
2021,Yukon,Municipalities and other local public administrations,Ensemble du patrimoine culturel et naturel,
