Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2023,Food insecure,Saskatchewan,All genders,,Persons in senior couples,,,47,7.7
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in senior couples,,,47,5.3
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in senior couples,,,47,4.2
2023,Food secure,Saskatchewan,All genders,,Persons in other senior families,,,47,67.3
2023,Food insecure,Saskatchewan,All genders,,Persons in other senior families,,,47,32.7
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in other senior families,,,47,22.0
2023,Food secure,Saskatchewan,All genders,,Persons in non-senior families,,,47,66.3
2023,Food insecure,Saskatchewan,All genders,,Persons in non-senior families,,,47,33.7
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons in non-senior families,,,47,8.2
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in non-senior families,,,47,25.5
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in non-senior families,,,47,16.5
2023,"Food insecure, severe",Saskatchewan,All genders,,Persons in non-senior families,,,47,9.0
2023,Food secure,Saskatchewan,All genders,,Persons in couples,,,47,72.3
2023,Food insecure,Saskatchewan,All genders,,Persons in couples,,,47,27.7
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons in couples,,,47,8.3
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in couples,,,47,19.4
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in couples,,,47,13.0
2023,"Food insecure, severe",Saskatchewan,All genders,,Persons in couples,,,47,6.3
2023,Food secure,Saskatchewan,All genders,,Persons in couple families with children,,,47,67.1
2023,Food insecure,Saskatchewan,All genders,,Persons in couple families with children,,,47,32.9
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons in couple families with children,,,47,7.9
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in couple families with children,,,47,25.0
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in couple families with children,,,47,18.1
2023,"Food insecure, severe",Saskatchewan,All genders,,Persons in couple families with children,,,47,6.9
2023,Food secure,Saskatchewan,All genders,,Persons in couple families with other relatives,,,47,80.9
2023,Food insecure,Saskatchewan,All genders,,Persons in couple families with other relatives,,,47,19.1
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in couple families with other relatives,,,47,12.5
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in couple families with other relatives,,,47,9.1
2023,Food secure,Saskatchewan,All genders,,Persons in one-parent families,,,47,41.8
2023,Food insecure,Saskatchewan,All genders,,Persons in one-parent families,,,47,58.2
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons in one-parent families,,,47,12.0
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in one-parent families,,,47,46.1
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in one-parent families,,,47,24.3
2023,"Food insecure, severe",Saskatchewan,All genders,,Persons in one-parent families,,,47,21.9
2023,Food secure,Saskatchewan,Man+,,Persons in one-parent families where the parent is a man+,,,47,40.4
2023,Food insecure,Saskatchewan,Man+,,Persons in one-parent families where the parent is a man+,,,47,59.6
2023,"Food insecure, moderate or severe",Saskatchewan,Man+,,Persons in one-parent families where the parent is a man+,,,47,48.8
2023,Food secure,Saskatchewan,Woman+,,Persons in one-parent families where the parent is a woman+,,,47,42.3
2023,Food insecure,Saskatchewan,Woman+,,Persons in one-parent families where the parent is a woman+,,,47,57.7
2023,"Food insecure, moderate or severe",Saskatchewan,Woman+,,Persons in one-parent families where the parent is a woman+,,,47,45.3
2023,"Food insecure, moderate",Saskatchewan,Woman+,,Persons in one-parent families where the parent is a woman+,,,47,21.7
2023,"Food insecure, severe",Saskatchewan,Woman+,,Persons in one-parent families where the parent is a woman+,,,47,23.6
2023,Food secure,Saskatchewan,All genders,,Persons in other non-senior families,,,47,59.2
2023,Food insecure,Saskatchewan,All genders,,Persons in other non-senior families,,,47,40.8
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in other non-senior families,,,47,33.4
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in other non-senior families,,,47,12.5
2023,Food secure,Saskatchewan,All genders,,Persons not in an economic family,,,47,70.0
2023,Food insecure,Saskatchewan,All genders,,Persons not in an economic family,,,47,30.0
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons not in an economic family,,,47,5.9
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons not in an economic family,,,47,24.1
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons not in an economic family,,,47,13.9
2023,"Food insecure, severe",Saskatchewan,All genders,,Persons not in an economic family,,,47,10.3
2023,Food secure,Saskatchewan,All genders,,Seniors not in an economic family,,,47,82.5
2023,Food insecure,Saskatchewan,All genders,,Seniors not in an economic family,,,47,17.5
2023,"Food insecure, marginal",Saskatchewan,All genders,,Seniors not in an economic family,,,47,5.5
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Seniors not in an economic family,,,47,12.0
2023,"Food insecure, moderate",Saskatchewan,All genders,,Seniors not in an economic family,,,47,10.1
2023,Food secure,Saskatchewan,Man+,,Senior men+ not in an economic family,,,47,78.2
2023,Food insecure,Saskatchewan,Man+,,Senior men+ not in an economic family,,,47,21.8
2023,"Food insecure, marginal",Saskatchewan,Man+,,Senior men+ not in an economic family,,,47,9.4
2023,"Food insecure, moderate or severe",Saskatchewan,Man+,,Senior men+ not in an economic family,,,47,12.4
2023,"Food insecure, moderate",Saskatchewan,Man+,,Senior men+ not in an economic family,,,47,11.5
2023,Food secure,Saskatchewan,Woman+,,Senior women+ not in an economic family,,,47,84.8
2023,Food insecure,Saskatchewan,Woman+,,Senior women+ not in an economic family,,,47,15.2
2023,"Food insecure, moderate or severe",Saskatchewan,Woman+,,Senior women+ not in an economic family,,,47,11.8
2023,"Food insecure, moderate",Saskatchewan,Woman+,,Senior women+ not in an economic family,,,47,9.3
2023,Food secure,Saskatchewan,All genders,,Non-seniors not in an economic family,,,47,64.1
2023,Food insecure,Saskatchewan,All genders,,Non-seniors not in an economic family,,,47,35.9
2023,"Food insecure, marginal",Saskatchewan,All genders,,Non-seniors not in an economic family,,,47,6.0
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Non-seniors not in an economic family,,,47,29.9
2023,"Food insecure, moderate",Saskatchewan,All genders,,Non-seniors not in an economic family,,,47,15.7
2023,"Food insecure, severe",Saskatchewan,All genders,,Non-seniors not in an economic family,,,47,14.2
2023,Food secure,Saskatchewan,Man+,,Non-senior men+ not in an economic family,,,47,65.1
2023,Food insecure,Saskatchewan,Man+,,Non-senior men+ not in an economic family,,,47,34.9
2023,"Food insecure, marginal",Saskatchewan,Man+,,Non-senior men+ not in an economic family,,,47,7.3
2023,"Food insecure, moderate or severe",Saskatchewan,Man+,,Non-senior men+ not in an economic family,,,47,27.6
2023,"Food insecure, moderate",Saskatchewan,Man+,,Non-senior men+ not in an economic family,,,47,13.3
2023,"Food insecure, severe",Saskatchewan,Man+,,Non-senior men+ not in an economic family,,,47,14.3
2023,Food secure,Saskatchewan,Woman+,,Non-senior women+ not in an economic family,,,47,62.7
2023,Food insecure,Saskatchewan,Woman+,,Non-senior women+ not in an economic family,,,47,37.3
2023,"Food insecure, moderate or severe",Saskatchewan,Woman+,,Non-senior women+ not in an economic family,,,47,33.0
2023,"Food insecure, moderate",Saskatchewan,Woman+,,Non-senior women+ not in an economic family,,,47,18.9
2023,"Food insecure, severe",Saskatchewan,Woman+,,Non-senior women+ not in an economic family,,,47,14.1
2023,Food secure,Alberta,All genders,,All persons,,,48,68.7
2023,Food insecure,Alberta,All genders,,All persons,,,48,31.3
2023,"Food insecure, marginal",Alberta,All genders,,All persons,,,48,8.1
2023,"Food insecure, moderate or severe",Alberta,All genders,,All persons,,,48,23.2
2023,"Food insecure, moderate",Alberta,All genders,,All persons,,,48,14.0
2023,"Food insecure, severe",Alberta,All genders,,All persons,,,48,9.2
2023,Food secure,Alberta,All genders,,Persons in economic families,,,48,69.2
2023,Food insecure,Alberta,All genders,,Persons in economic families,,,48,30.8
2023,"Food insecure, marginal",Alberta,All genders,,Persons in economic families,,,48,8.4
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in economic families,,,48,22.4
2023,"Food insecure, moderate",Alberta,All genders,,Persons in economic families,,,48,14.3
2023,"Food insecure, severe",Alberta,All genders,,Persons in economic families,,,48,8.1
2023,Food secure,Alberta,All genders,,Persons in senior families,,,48,79.5
2023,Food insecure,Alberta,All genders,,Persons in senior families,,,48,20.5
2023,"Food insecure, marginal",Alberta,All genders,,Persons in senior families,,,48,3.9
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in senior families,,,48,16.6
2023,"Food insecure, moderate",Alberta,All genders,,Persons in senior families,,,48,11.6
2023,"Food insecure, severe",Alberta,All genders,,Persons in senior families,,,48,5.0
2023,Food secure,Alberta,All genders,,Persons in senior couples,,,48,86.8
2023,Food insecure,Alberta,All genders,,Persons in senior couples,,,48,13.2
2023,"Food insecure, marginal",Alberta,All genders,,Persons in senior couples,,,48,4.1
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in senior couples,,,48,9.1
2023,"Food insecure, moderate",Alberta,All genders,,Persons in senior couples,,,48,5.3
2023,Food secure,Alberta,All genders,,Persons in other senior families,,,48,64.3
2023,Food insecure,Alberta,All genders,,Persons in other senior families,,,48,35.7
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in other senior families,,,48,32.2
2023,Food secure,Alberta,All genders,,Persons in non-senior families,,,48,67.5
2023,Food insecure,Alberta,All genders,,Persons in non-senior families,,,48,32.5
2023,"Food insecure, marginal",Alberta,All genders,,Persons in non-senior families,,,48,9.1
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in non-senior families,,,48,23.3
2023,"Food insecure, moderate",Alberta,All genders,,Persons in non-senior families,,,48,14.7
2023,"Food insecure, severe",Alberta,All genders,,Persons in non-senior families,,,48,8.7
2023,Food secure,Alberta,All genders,,Persons in couples,,,48,76.7
2023,Food insecure,Alberta,All genders,,Persons in couples,,,48,23.3
2023,"Food insecure, marginal",Alberta,All genders,,Persons in couples,,,48,7.7
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in couples,,,48,15.6
2023,"Food insecure, moderate",Alberta,All genders,,Persons in couples,,,48,8.7
2023,"Food insecure, severe",Alberta,All genders,,Persons in couples,,,48,6.9
2023,Food secure,Alberta,All genders,,Persons in couple families with children,,,48,67.0
2023,Food insecure,Alberta,All genders,,Persons in couple families with children,,,48,33.0
2023,"Food insecure, marginal",Alberta,All genders,,Persons in couple families with children,,,48,11.2
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in couple families with children,,,48,21.8
2023,"Food insecure, moderate",Alberta,All genders,,Persons in couple families with children,,,48,15.2
2023,"Food insecure, severe",Alberta,All genders,,Persons in couple families with children,,,48,6.7
2023,Food secure,Alberta,All genders,,Persons in couple families with other relatives,,,48,69.7
2023,Food insecure,Alberta,All genders,,Persons in couple families with other relatives,,,48,30.3
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in couple families with other relatives,,,48,24.4
2023,"Food insecure, moderate",Alberta,All genders,,Persons in couple families with other relatives,,,48,16.3
2023,Food secure,Alberta,All genders,,Persons in one-parent families,,,48,48.5
2023,Food insecure,Alberta,All genders,,Persons in one-parent families,,,48,51.5
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in one-parent families,,,48,46.3
2023,"Food insecure, moderate",Alberta,All genders,,Persons in one-parent families,,,48,22.4
2023,"Food insecure, severe",Alberta,All genders,,Persons in one-parent families,,,48,23.9
2023,Food secure,Alberta,Man+,,Persons in one-parent families where the parent is a man+,,,48,68.5
2023,Food secure,Alberta,Woman+,,Persons in one-parent families where the parent is a woman+,,,48,41.8
2023,Food insecure,Alberta,Woman+,,Persons in one-parent families where the parent is a woman+,,,48,58.2
2023,"Food insecure, moderate or severe",Alberta,Woman+,,Persons in one-parent families where the parent is a woman+,,,48,51.9
2023,"Food insecure, moderate",Alberta,Woman+,,Persons in one-parent families where the parent is a woman+,,,48,25.9
2023,"Food insecure, severe",Alberta,Woman+,,Persons in one-parent families where the parent is a woman+,,,48,26.0
2023,Food secure,Alberta,All genders,,Persons in other non-senior families,,,48,67.2
2023,Food insecure,Alberta,All genders,,Persons in other non-senior families,,,48,32.8
2023,"Food insecure, moderate or severe",Alberta,All genders,,Persons in other non-senior families,,,48,26.3
2023,"Food insecure, moderate",Alberta,All genders,,Persons in other non-senior families,,,48,13.1
