Year,Household food security status,Geography,Gender,Age group,Economic family type,Visible minority,Indigenous population,GeoCode,Value
2023,"Food insecure, moderate",Ontario,All genders,,Persons in senior couples,,,35,4.7
2023,"Food insecure, severe",Ontario,All genders,,Persons in senior couples,,,35,1.8
2023,Food secure,Ontario,All genders,,Persons in other senior families,,,35,77.2
2023,Food insecure,Ontario,All genders,,Persons in other senior families,,,35,22.8
2023,"Food insecure, marginal",Ontario,All genders,,Persons in other senior families,,,35,4.9
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in other senior families,,,35,17.9
2023,"Food insecure, moderate",Ontario,All genders,,Persons in other senior families,,,35,12.7
2023,"Food insecure, severe",Ontario,All genders,,Persons in other senior families,,,35,5.2
2023,Food secure,Ontario,All genders,,Persons in non-senior families,,,35,71.2
2023,Food insecure,Ontario,All genders,,Persons in non-senior families,,,35,28.8
2023,"Food insecure, marginal",Ontario,All genders,,Persons in non-senior families,,,35,6.4
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in non-senior families,,,35,22.4
2023,"Food insecure, moderate",Ontario,All genders,,Persons in non-senior families,,,35,14.7
2023,"Food insecure, severe",Ontario,All genders,,Persons in non-senior families,,,35,7.7
2023,Food secure,Ontario,All genders,,Persons in couples,,,35,77.3
2023,Food insecure,Ontario,All genders,,Persons in couples,,,35,22.7
2023,"Food insecure, marginal",Ontario,All genders,,Persons in couples,,,35,6.9
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in couples,,,35,15.8
2023,"Food insecure, moderate",Ontario,All genders,,Persons in couples,,,35,8.9
2023,"Food insecure, severe",Ontario,All genders,,Persons in couples,,,35,6.8
2023,Food secure,Ontario,All genders,,Persons in couple families with children,,,35,70.7
2023,Food insecure,Ontario,All genders,,Persons in couple families with children,,,35,29.3
2023,"Food insecure, marginal",Ontario,All genders,,Persons in couple families with children,,,35,7.2
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in couple families with children,,,35,22.2
2023,"Food insecure, moderate",Ontario,All genders,,Persons in couple families with children,,,35,16.2
2023,"Food insecure, severe",Ontario,All genders,,Persons in couple families with children,,,35,6.0
2023,Food secure,Ontario,All genders,,Persons in couple families with other relatives,,,35,77.4
2023,Food insecure,Ontario,All genders,,Persons in couple families with other relatives,,,35,22.6
2023,"Food insecure, marginal",Ontario,All genders,,Persons in couple families with other relatives,,,35,5.6
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in couple families with other relatives,,,35,16.9
2023,"Food insecure, moderate",Ontario,All genders,,Persons in couple families with other relatives,,,35,11.9
2023,"Food insecure, severe",Ontario,All genders,,Persons in couple families with other relatives,,,35,5.0
2023,Food secure,Ontario,All genders,,Persons in one-parent families,,,35,48.0
2023,Food insecure,Ontario,All genders,,Persons in one-parent families,,,35,52.0
2023,"Food insecure, marginal",Ontario,All genders,,Persons in one-parent families,,,35,4.6
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in one-parent families,,,35,47.4
2023,"Food insecure, moderate",Ontario,All genders,,Persons in one-parent families,,,35,26.0
2023,"Food insecure, severe",Ontario,All genders,,Persons in one-parent families,,,35,21.4
2023,Food secure,Ontario,Man+,,Persons in one-parent families where the parent is a man+,,,35,74.4
2023,Food insecure,Ontario,Man+,,Persons in one-parent families where the parent is a man+,,,35,25.6
2023,"Food insecure, moderate or severe",Ontario,Man+,,Persons in one-parent families where the parent is a man+,,,35,23.6
2023,"Food insecure, moderate",Ontario,Man+,,Persons in one-parent families where the parent is a man+,,,35,13.6
2023,"Food insecure, severe",Ontario,Man+,,Persons in one-parent families where the parent is a man+,,,35,10.0
2023,Food secure,Ontario,Woman+,,Persons in one-parent families where the parent is a woman+,,,35,42.4
2023,Food insecure,Ontario,Woman+,,Persons in one-parent families where the parent is a woman+,,,35,57.6
2023,"Food insecure, marginal",Ontario,Woman+,,Persons in one-parent families where the parent is a woman+,,,35,5.2
2023,"Food insecure, moderate or severe",Ontario,Woman+,,Persons in one-parent families where the parent is a woman+,,,35,52.5
2023,"Food insecure, moderate",Ontario,Woman+,,Persons in one-parent families where the parent is a woman+,,,35,28.7
2023,"Food insecure, severe",Ontario,Woman+,,Persons in one-parent families where the parent is a woman+,,,35,23.8
2023,Food secure,Ontario,All genders,,Persons in other non-senior families,,,35,70.1
2023,Food insecure,Ontario,All genders,,Persons in other non-senior families,,,35,29.9
2023,"Food insecure, marginal",Ontario,All genders,,Persons in other non-senior families,,,35,4.4
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons in other non-senior families,,,35,25.5
2023,"Food insecure, moderate",Ontario,All genders,,Persons in other non-senior families,,,35,12.9
2023,"Food insecure, severe",Ontario,All genders,,Persons in other non-senior families,,,35,12.6
2023,Food secure,Ontario,All genders,,Persons not in an economic family,,,35,74.1
2023,Food insecure,Ontario,All genders,,Persons not in an economic family,,,35,25.9
2023,"Food insecure, marginal",Ontario,All genders,,Persons not in an economic family,,,35,4.2
2023,"Food insecure, moderate or severe",Ontario,All genders,,Persons not in an economic family,,,35,21.7
2023,"Food insecure, moderate",Ontario,All genders,,Persons not in an economic family,,,35,11.8
2023,"Food insecure, severe",Ontario,All genders,,Persons not in an economic family,,,35,9.9
2023,Food secure,Ontario,All genders,,Seniors not in an economic family,,,35,85.8
2023,Food insecure,Ontario,All genders,,Seniors not in an economic family,,,35,14.2
2023,"Food insecure, marginal",Ontario,All genders,,Seniors not in an economic family,,,35,3.0
2023,"Food insecure, moderate or severe",Ontario,All genders,,Seniors not in an economic family,,,35,11.2
2023,"Food insecure, moderate",Ontario,All genders,,Seniors not in an economic family,,,35,7.2
2023,"Food insecure, severe",Ontario,All genders,,Seniors not in an economic family,,,35,4.0
2023,Food secure,Ontario,Man+,,Senior men+ not in an economic family,,,35,85.3
2023,Food insecure,Ontario,Man+,,Senior men+ not in an economic family,,,35,14.7
2023,"Food insecure, marginal",Ontario,Man+,,Senior men+ not in an economic family,,,35,3.4
2023,"Food insecure, moderate or severe",Ontario,Man+,,Senior men+ not in an economic family,,,35,11.3
2023,"Food insecure, moderate",Ontario,Man+,,Senior men+ not in an economic family,,,35,6.2
2023,"Food insecure, severe",Ontario,Man+,,Senior men+ not in an economic family,,,35,5.1
2023,Food secure,Ontario,Woman+,,Senior women+ not in an economic family,,,35,86.0
2023,Food insecure,Ontario,Woman+,,Senior women+ not in an economic family,,,35,14.0
2023,"Food insecure, marginal",Ontario,Woman+,,Senior women+ not in an economic family,,,35,2.8
2023,"Food insecure, moderate or severe",Ontario,Woman+,,Senior women+ not in an economic family,,,35,11.2
2023,"Food insecure, moderate",Ontario,Woman+,,Senior women+ not in an economic family,,,35,7.8
2023,"Food insecure, severe",Ontario,Woman+,,Senior women+ not in an economic family,,,35,3.4
2023,Food secure,Ontario,All genders,,Non-seniors not in an economic family,,,35,68.8
2023,Food insecure,Ontario,All genders,,Non-seniors not in an economic family,,,35,31.2
2023,"Food insecure, marginal",Ontario,All genders,,Non-seniors not in an economic family,,,35,4.8
2023,"Food insecure, moderate or severe",Ontario,All genders,,Non-seniors not in an economic family,,,35,26.4
2023,"Food insecure, moderate",Ontario,All genders,,Non-seniors not in an economic family,,,35,13.9
2023,"Food insecure, severe",Ontario,All genders,,Non-seniors not in an economic family,,,35,12.6
2023,Food secure,Ontario,Man+,,Non-senior men+ not in an economic family,,,35,69.8
2023,Food insecure,Ontario,Man+,,Non-senior men+ not in an economic family,,,35,30.2
2023,"Food insecure, marginal",Ontario,Man+,,Non-senior men+ not in an economic family,,,35,4.6
2023,"Food insecure, moderate or severe",Ontario,Man+,,Non-senior men+ not in an economic family,,,35,25.6
2023,"Food insecure, moderate",Ontario,Man+,,Non-senior men+ not in an economic family,,,35,11.3
2023,"Food insecure, severe",Ontario,Man+,,Non-senior men+ not in an economic family,,,35,14.2
2023,Food secure,Ontario,Woman+,,Non-senior women+ not in an economic family,,,35,67.5
2023,Food insecure,Ontario,Woman+,,Non-senior women+ not in an economic family,,,35,32.5
2023,"Food insecure, marginal",Ontario,Woman+,,Non-senior women+ not in an economic family,,,35,5.0
2023,"Food insecure, moderate or severe",Ontario,Woman+,,Non-senior women+ not in an economic family,,,35,27.5
2023,"Food insecure, moderate",Ontario,Woman+,,Non-senior women+ not in an economic family,,,35,17.0
2023,"Food insecure, severe",Ontario,Woman+,,Non-senior women+ not in an economic family,,,35,10.6
2023,Food secure,Prairie provinces,All genders,,All persons,,,,70.0
2023,Food insecure,Prairie provinces,All genders,,All persons,,,,30.0
2023,"Food insecure, marginal",Prairie provinces,All genders,,All persons,,,,7.5
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,All persons,,,,22.6
2023,"Food insecure, moderate",Prairie provinces,All genders,,All persons,,,,14.0
2023,"Food insecure, severe",Prairie provinces,All genders,,All persons,,,,8.6
2023,Food secure,Prairie provinces,All genders,,Persons in economic families,,,,70.4
2023,Food insecure,Prairie provinces,All genders,,Persons in economic families,,,,29.6
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in economic families,,,,7.6
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in economic families,,,,22.0
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in economic families,,,,14.3
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in economic families,,,,7.7
2023,Food secure,Prairie provinces,All genders,,Persons in senior families,,,,83.1
2023,Food insecure,Prairie provinces,All genders,,Persons in senior families,,,,16.9
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in senior families,,,,3.8
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in senior families,,,,13.1
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in senior families,,,,9.3
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in senior families,,,,3.8
2023,Food secure,Prairie provinces,All genders,,Persons in senior couples,,,,88.7
2023,Food insecure,Prairie provinces,All genders,,Persons in senior couples,,,,11.3
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in senior couples,,,,3.7
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in senior couples,,,,7.6
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in senior couples,,,,4.8
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in senior couples,,,,2.8
2023,Food secure,Prairie provinces,All genders,,Persons in other senior families,,,,70.5
2023,Food insecure,Prairie provinces,All genders,,Persons in other senior families,,,,29.5
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in other senior families,,,,25.4
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in other senior families,,,,6.0
2023,Food secure,Prairie provinces,All genders,,Persons in non-senior families,,,,68.2
2023,Food insecure,Prairie provinces,All genders,,Persons in non-senior families,,,,31.8
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in non-senior families,,,,8.3
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in non-senior families,,,,23.5
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in non-senior families,,,,15.1
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in non-senior families,,,,8.4
2023,Food secure,Prairie provinces,All genders,,Persons in couples,,,,76.4
2023,Food insecure,Prairie provinces,All genders,,Persons in couples,,,,23.6
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in couples,,,,7.5
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in couples,,,,16.1
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in couples,,,,9.3
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in couples,,,,6.9
2023,Food secure,Prairie provinces,All genders,,Persons in couple families with children,,,,68.0
2023,Food insecure,Prairie provinces,All genders,,Persons in couple families with children,,,,32.0
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in couple families with children,,,,9.7
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in couple families with children,,,,22.3
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in couple families with children,,,,15.9
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in couple families with children,,,,6.4
2023,Food secure,Prairie provinces,All genders,,Persons in couple families with other relatives,,,,73.7
2023,Food insecure,Prairie provinces,All genders,,Persons in couple families with other relatives,,,,26.3
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in couple families with other relatives,,,,5.8
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in couple families with other relatives,,,,20.5
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in couple families with other relatives,,,,14.0
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in couple families with other relatives,,,,6.5
2023,Food secure,Prairie provinces,All genders,,Persons in one-parent families,,,,47.8
2023,Food insecure,Prairie provinces,All genders,,Persons in one-parent families,,,,52.2
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons in one-parent families,,,,6.0
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in one-parent families,,,,46.2
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in one-parent families,,,,24.0
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in one-parent families,,,,22.3
2023,Food secure,Prairie provinces,Man+,,Persons in one-parent families where the parent is a man+,,,,60.2
2023,Food insecure,Prairie provinces,Man+,,Persons in one-parent families where the parent is a man+,,,,39.8
2023,"Food insecure, moderate or severe",Prairie provinces,Man+,,Persons in one-parent families where the parent is a man+,,,,35.1
2023,Food secure,Prairie provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,43.9
2023,Food insecure,Prairie provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,56.1
2023,"Food insecure, marginal",Prairie provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,6.3
2023,"Food insecure, moderate or severe",Prairie provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,49.7
2023,"Food insecure, moderate",Prairie provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,25.9
2023,"Food insecure, severe",Prairie provinces,Woman+,,Persons in one-parent families where the parent is a woman+,,,,23.8
2023,Food secure,Prairie provinces,All genders,,Persons in other non-senior families,,,,65.3
2023,Food insecure,Prairie provinces,All genders,,Persons in other non-senior families,,,,34.7
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons in other non-senior families,,,,28.3
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons in other non-senior families,,,,13.6
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons in other non-senior families,,,,14.6
2023,Food secure,Prairie provinces,All genders,,Persons not in an economic family,,,,67.6
2023,Food insecure,Prairie provinces,All genders,,Persons not in an economic family,,,,32.4
2023,"Food insecure, marginal",Prairie provinces,All genders,,Persons not in an economic family,,,,6.4
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Persons not in an economic family,,,,25.9
2023,"Food insecure, moderate",Prairie provinces,All genders,,Persons not in an economic family,,,,12.3
2023,"Food insecure, severe",Prairie provinces,All genders,,Persons not in an economic family,,,,13.6
2023,Food secure,Prairie provinces,All genders,,Seniors not in an economic family,,,,84.3
2023,Food insecure,Prairie provinces,All genders,,Seniors not in an economic family,,,,15.7
2023,"Food insecure, marginal",Prairie provinces,All genders,,Seniors not in an economic family,,,,4.4
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Seniors not in an economic family,,,,11.3
2023,"Food insecure, moderate",Prairie provinces,All genders,,Seniors not in an economic family,,,,7.6
2023,"Food insecure, severe",Prairie provinces,All genders,,Seniors not in an economic family,,,,3.7
2023,Food secure,Prairie provinces,Man+,,Senior men+ not in an economic family,,,,83.4
2023,Food insecure,Prairie provinces,Man+,,Senior men+ not in an economic family,,,,16.6
2023,"Food insecure, marginal",Prairie provinces,Man+,,Senior men+ not in an economic family,,,,6.0
2023,"Food insecure, moderate or severe",Prairie provinces,Man+,,Senior men+ not in an economic family,,,,10.5
2023,"Food insecure, moderate",Prairie provinces,Man+,,Senior men+ not in an economic family,,,,5.7
2023,Food secure,Prairie provinces,Woman+,,Senior women+ not in an economic family,,,,84.8
2023,Food insecure,Prairie provinces,Woman+,,Senior women+ not in an economic family,,,,15.2
2023,"Food insecure, marginal",Prairie provinces,Woman+,,Senior women+ not in an economic family,,,,3.5
2023,"Food insecure, moderate or severe",Prairie provinces,Woman+,,Senior women+ not in an economic family,,,,11.7
2023,"Food insecure, moderate",Prairie provinces,Woman+,,Senior women+ not in an economic family,,,,8.7
2023,"Food insecure, severe",Prairie provinces,Woman+,,Senior women+ not in an economic family,,,,3.0
2023,Food secure,Prairie provinces,All genders,,Non-seniors not in an economic family,,,,61.3
2023,Food insecure,Prairie provinces,All genders,,Non-seniors not in an economic family,,,,38.7
2023,"Food insecure, marginal",Prairie provinces,All genders,,Non-seniors not in an economic family,,,,7.2
2023,"Food insecure, moderate or severe",Prairie provinces,All genders,,Non-seniors not in an economic family,,,,31.5
2023,"Food insecure, moderate",Prairie provinces,All genders,,Non-seniors not in an economic family,,,,14.1
2023,"Food insecure, severe",Prairie provinces,All genders,,Non-seniors not in an economic family,,,,17.4
2023,Food secure,Prairie provinces,Man+,,Non-senior men+ not in an economic family,,,,61.4
2023,Food insecure,Prairie provinces,Man+,,Non-senior men+ not in an economic family,,,,38.6
2023,"Food insecure, marginal",Prairie provinces,Man+,,Non-senior men+ not in an economic family,,,,6.9
2023,"Food insecure, moderate or severe",Prairie provinces,Man+,,Non-senior men+ not in an economic family,,,,31.7
2023,"Food insecure, moderate",Prairie provinces,Man+,,Non-senior men+ not in an economic family,,,,14.4
2023,"Food insecure, severe",Prairie provinces,Man+,,Non-senior men+ not in an economic family,,,,17.3
2023,Food secure,Prairie provinces,Woman+,,Non-senior women+ not in an economic family,,,,61.3
2023,Food insecure,Prairie provinces,Woman+,,Non-senior women+ not in an economic family,,,,38.7
2023,"Food insecure, marginal",Prairie provinces,Woman+,,Non-senior women+ not in an economic family,,,,7.6
2023,"Food insecure, moderate or severe",Prairie provinces,Woman+,,Non-senior women+ not in an economic family,,,,31.2
2023,"Food insecure, moderate",Prairie provinces,Woman+,,Non-senior women+ not in an economic family,,,,13.8
2023,"Food insecure, severe",Prairie provinces,Woman+,,Non-senior women+ not in an economic family,,,,17.4
2023,Food secure,Manitoba,All genders,,All persons,,,46,74.7
2023,Food insecure,Manitoba,All genders,,All persons,,,46,25.3
2023,"Food insecure, marginal",Manitoba,All genders,,All persons,,,46,5.2
2023,"Food insecure, moderate or severe",Manitoba,All genders,,All persons,,,46,20.1
2023,"Food insecure, moderate",Manitoba,All genders,,All persons,,,46,13.0
2023,"Food insecure, severe",Manitoba,All genders,,All persons,,,46,7.1
2023,Food secure,Manitoba,All genders,,Persons in economic families,,,46,75.2
2023,Food insecure,Manitoba,All genders,,Persons in economic families,,,46,24.8
2023,"Food insecure, marginal",Manitoba,All genders,,Persons in economic families,,,46,5.1
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in economic families,,,46,19.7
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in economic families,,,46,13.6
2023,"Food insecure, severe",Manitoba,All genders,,Persons in economic families,,,46,6.1
2023,Food secure,Manitoba,All genders,,Persons in senior families,,,46,92.7
2023,Food insecure,Manitoba,All genders,,Persons in senior families,,,46,7.3
2023,"Food insecure, marginal",Manitoba,All genders,,Persons in senior families,,,46,2.7
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in senior families,,,46,4.6
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in senior families,,,46,3.2
2023,Food secure,Manitoba,All genders,,Persons in senior couples,,,46,91.5
2023,Food insecure,Manitoba,All genders,,Persons in senior couples,,,46,8.5
2023,"Food insecure, marginal",Manitoba,All genders,,Persons in senior couples,,,46,3.6
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in senior couples,,,46,4.8
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in senior couples,,,46,3.6
2023,Food secure,Manitoba,All genders,,Persons in other senior families,,,46,95.3
2023,Food secure,Manitoba,All genders,,Persons in non-senior families,,,46,72.3
2023,Food insecure,Manitoba,All genders,,Persons in non-senior families,,,46,27.7
2023,"Food insecure, marginal",Manitoba,All genders,,Persons in non-senior families,,,46,5.5
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in non-senior families,,,46,22.2
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in non-senior families,,,46,15.3
2023,"Food insecure, severe",Manitoba,All genders,,Persons in non-senior families,,,46,6.9
2023,Food secure,Manitoba,All genders,,Persons in couples,,,46,78.5
2023,Food insecure,Manitoba,All genders,,Persons in couples,,,46,21.5
2023,"Food insecure, marginal",Manitoba,All genders,,Persons in couples,,,46,6.2
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in couples,,,46,15.3
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in couples,,,46,8.0
2023,"Food insecure, severe",Manitoba,All genders,,Persons in couples,,,46,7.3
2023,Food secure,Manitoba,All genders,,Persons in couple families with children,,,46,72.1
2023,Food insecure,Manitoba,All genders,,Persons in couple families with children,,,46,27.9
2023,"Food insecure, marginal",Manitoba,All genders,,Persons in couple families with children,,,46,6.0
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in couple families with children,,,46,21.9
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in couple families with children,,,46,17.0
2023,"Food insecure, severe",Manitoba,All genders,,Persons in couple families with children,,,46,4.9
2023,Food secure,Manitoba,All genders,,Persons in couple families with other relatives,,,46,83.4
2023,Food insecure,Manitoba,All genders,,Persons in couple families with other relatives,,,46,16.6
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in couple families with other relatives,,,46,11.8
2023,Food secure,Manitoba,All genders,,Persons in one-parent families,,,46,52.1
2023,Food insecure,Manitoba,All genders,,Persons in one-parent families,,,46,47.9
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in one-parent families,,,46,46.2
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in one-parent families,,,46,28.8
2023,"Food insecure, severe",Manitoba,All genders,,Persons in one-parent families,,,46,17.4
2023,Food secure,Manitoba,Man+,,Persons in one-parent families where the parent is a man+,,,46,51.8
2023,Food insecure,Manitoba,Man+,,Persons in one-parent families where the parent is a man+,,,46,48.2
2023,"Food insecure, moderate or severe",Manitoba,Man+,,Persons in one-parent families where the parent is a man+,,,46,39.5
2023,Food secure,Manitoba,Woman+,,Persons in one-parent families where the parent is a woman+,,,46,52.1
2023,Food insecure,Manitoba,Woman+,,Persons in one-parent families where the parent is a woman+,,,46,47.9
2023,"Food insecure, moderate or severe",Manitoba,Woman+,,Persons in one-parent families where the parent is a woman+,,,46,47.9
2023,"Food insecure, moderate",Manitoba,Woman+,,Persons in one-parent families where the parent is a woman+,,,46,30.4
2023,Food secure,Manitoba,All genders,,Persons in other non-senior families,,,46,63.9
2023,Food insecure,Manitoba,All genders,,Persons in other non-senior families,,,46,36.1
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons in other non-senior families,,,46,30.6
2023,"Food insecure, moderate",Manitoba,All genders,,Persons in other non-senior families,,,46,16.0
2023,Food secure,Manitoba,All genders,,Persons not in an economic family,,,46,71.7
2023,Food insecure,Manitoba,All genders,,Persons not in an economic family,,,46,28.3
2023,"Food insecure, marginal",Manitoba,All genders,,Persons not in an economic family,,,46,5.7
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Persons not in an economic family,,,46,22.6
2023,"Food insecure, moderate",Manitoba,All genders,,Persons not in an economic family,,,46,9.9
2023,"Food insecure, severe",Manitoba,All genders,,Persons not in an economic family,,,46,12.7
2023,Food secure,Manitoba,All genders,,Seniors not in an economic family,,,46,88.0
2023,Food insecure,Manitoba,All genders,,Seniors not in an economic family,,,46,12.0
2023,"Food insecure, marginal",Manitoba,All genders,,Seniors not in an economic family,,,46,4.2
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Seniors not in an economic family,,,46,7.8
2023,"Food insecure, moderate",Manitoba,All genders,,Seniors not in an economic family,,,46,5.3
2023,"Food insecure, severe",Manitoba,All genders,,Seniors not in an economic family,,,46,2.5
2023,Food secure,Manitoba,Man+,,Senior men+ not in an economic family,,,46,86.8
2023,Food insecure,Manitoba,Man+,,Senior men+ not in an economic family,,,46,13.2
2023,Food secure,Manitoba,Woman+,,Senior women+ not in an economic family,,,46,88.7
2023,Food insecure,Manitoba,Woman+,,Senior women+ not in an economic family,,,46,11.3
2023,"Food insecure, marginal",Manitoba,Woman+,,Senior women+ not in an economic family,,,46,3.1
2023,"Food insecure, moderate or severe",Manitoba,Woman+,,Senior women+ not in an economic family,,,46,8.2
2023,"Food insecure, moderate",Manitoba,Woman+,,Senior women+ not in an economic family,,,46,5.9
2023,Food secure,Manitoba,All genders,,Non-seniors not in an economic family,,,46,64.1
2023,Food insecure,Manitoba,All genders,,Non-seniors not in an economic family,,,46,35.9
2023,"Food insecure, marginal",Manitoba,All genders,,Non-seniors not in an economic family,,,46,6.4
2023,"Food insecure, moderate or severe",Manitoba,All genders,,Non-seniors not in an economic family,,,46,29.5
2023,"Food insecure, moderate",Manitoba,All genders,,Non-seniors not in an economic family,,,46,12.1
2023,"Food insecure, severe",Manitoba,All genders,,Non-seniors not in an economic family,,,46,17.4
2023,Food secure,Manitoba,Man+,,Non-senior men+ not in an economic family,,,46,66.9
2023,Food insecure,Manitoba,Man+,,Non-senior men+ not in an economic family,,,46,33.1
2023,"Food insecure, marginal",Manitoba,Man+,,Non-senior men+ not in an economic family,,,46,7.5
2023,"Food insecure, moderate or severe",Manitoba,Man+,,Non-senior men+ not in an economic family,,,46,25.7
2023,"Food insecure, moderate",Manitoba,Man+,,Non-senior men+ not in an economic family,,,46,10.3
2023,"Food insecure, severe",Manitoba,Man+,,Non-senior men+ not in an economic family,,,46,15.4
2023,Food secure,Manitoba,Woman+,,Non-senior women+ not in an economic family,,,46,60.4
2023,Food insecure,Manitoba,Woman+,,Non-senior women+ not in an economic family,,,46,39.6
2023,"Food insecure, marginal",Manitoba,Woman+,,Non-senior women+ not in an economic family,,,46,4.9
2023,"Food insecure, moderate or severe",Manitoba,Woman+,,Non-senior women+ not in an economic family,,,46,34.7
2023,"Food insecure, moderate",Manitoba,Woman+,,Non-senior women+ not in an economic family,,,46,14.5
2023,"Food insecure, severe",Manitoba,Woman+,,Non-senior women+ not in an economic family,,,46,20.2
2023,Food secure,Saskatchewan,All genders,,All persons,,,47,69.5
2023,Food insecure,Saskatchewan,All genders,,All persons,,,47,30.5
2023,"Food insecure, marginal",Saskatchewan,All genders,,All persons,,,47,7.4
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,All persons,,,47,23.1
2023,"Food insecure, moderate",Saskatchewan,All genders,,All persons,,,47,14.9
2023,"Food insecure, severe",Saskatchewan,All genders,,All persons,,,47,8.3
2023,Food secure,Saskatchewan,All genders,,Persons in economic families,,,47,69.4
2023,Food insecure,Saskatchewan,All genders,,Persons in economic families,,,47,30.6
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons in economic families,,,47,7.7
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in economic families,,,47,23.0
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in economic families,,,47,15.1
2023,"Food insecure, severe",Saskatchewan,All genders,,Persons in economic families,,,47,7.9
2023,Food secure,Saskatchewan,All genders,,Persons in senior families,,,47,85.4
2023,Food insecure,Saskatchewan,All genders,,Persons in senior families,,,47,14.6
2023,"Food insecure, marginal",Saskatchewan,All genders,,Persons in senior families,,,47,4.7
2023,"Food insecure, moderate or severe",Saskatchewan,All genders,,Persons in senior families,,,47,9.9
2023,"Food insecure, moderate",Saskatchewan,All genders,,Persons in senior families,,,47,7.8
2023,Food secure,Saskatchewan,All genders,,Persons in senior couples,,,47,92.3
